Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fill in your catalog information below. Avoid some of the most common errors by making sure: 1) each row contains an item name; 2) an item and its variations have the same category and description; 3) GTINs are 8,12, 13, or 14 characters and contain numbers only; and 4) every item referencing an option set has both an option set name and an option value.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
"UIR6EYVEQKQVKJFAKSVCUBCH","70A RED 1.75 GPH HOLLOW CONE NOZZLE","70A RED 1.75 GPH HOLLOW CONE NOZZLE","Regular","","1330","70A RED 1.75 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","70A RED 1.75 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","70A RED 1.75 GPH HOLLOW CONE NOZZLE. Vendor code: 1330. Available at AZ Cleaning Supplies.","70a-red-1-75-gph-hollow-cone-nozzle","","unavailable","Physical","","70A RED 1.75 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","70A RED 1.75 GPH HOLLOW CONE NOZZLE. Vendor code: 1330. Available at AZ Cleaning Supplies.","N","N","N","N","10.99","","N","Y","N","Y","N","","","7.78","Barrens","1330","Y","0","","N","0","10.99","Y","0","","N","0","10.99"
"P6X35NZB56R2KDG574K2CSDC","80A RED 1.00 GPH HOLLOW CONE NOZZLE","80A RED 1.00 GPH HOLLOW CONE NOZZLE","Regular","","1343","80A RED 1.00 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","80A RED 1.00 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.00 GPH HOLLOW CONE NOZZLE. Vendor code: 1343. Available at AZ Cleaning Supplies.","80a-red-1-00-gph-hollow-cone-nozzle","","unavailable","Physical","","80A RED 1.00 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.00 GPH HOLLOW CONE NOZZLE. Vendor code: 1343. Available at AZ Cleaning Supplies.","N","N","N","N","11.99","","N","Y","N","Y","N","","","8.24","Barrens","1343","Y","0","","N","0","11.99","Y","0","","N","0","11.99"
"FWWTO7VTNPHH7VTMA7XQGQKA","80A RED 1.25 GPH HOLLOW CONE NOZZLE","80A RED 1.25 GPH HOLLOW CONE NOZZLE","Regular","","1344","80A RED 1.25 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","80A RED 1.25 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.25 GPH HOLLOW CONE NOZZLE. Vendor code: 1344. Available at AZ Cleaning Supplies.","80a-red-1-25-gph-hollow-cone-nozzle","","unavailable","Physical","","80A RED 1.25 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.25 GPH HOLLOW CONE NOZZLE. Vendor code: 1344. Available at AZ Cleaning Supplies.","N","N","N","N","11.99","","N","Y","N","Y","N","","","8.24","Barrens","1344","Y","0","","N","0","11.99","Y","0","","N","0","11.99"
"GVFZOAGDTUGVNOYGKUS3TSUO","80A RED 1.35 GPH HOLLOW CONE NOZZLE","80A RED 1.35 GPH HOLLOW CONE NOZZLE","Regular","","1345","80A RED 1.35 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","80A RED 1.35 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.35 GPH HOLLOW CONE NOZZLE. Vendor code: 1345. Available at AZ Cleaning Supplies.","80a-red-1-35-gph-hollow-cone-nozzle","","unavailable","Physical","","80A RED 1.35 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.35 GPH HOLLOW CONE NOZZLE. Vendor code: 1345. Available at AZ Cleaning Supplies.","N","N","N","N","11.99","","N","Y","N","Y","N","","","8.24","Barrens","1345","Y","0","","N","0","11.99","Y","0","","N","0","11.99"
"VNJBQ4ER7HLVVMI7S4CCC2NO","80A RED 1.50 GPH HOLLOW CONE NOZZLE","80A RED 1.50 GPH HOLLOW CONE NOZZLE","Regular","","1346","80A RED 1.50 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","80A RED 1.50 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.50 GPH HOLLOW CONE NOZZLE. Vendor code: 1346. Available at AZ Cleaning Supplies.","80a-red-1-50-gph-hollow-cone-nozzle","","unavailable","Physical","","80A RED 1.50 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.50 GPH HOLLOW CONE NOZZLE. Vendor code: 1346. Available at AZ Cleaning Supplies.","N","N","N","N","11.99","","N","Y","N","Y","N","","","8.25","Barrens","1346","Y","0","","N","0","11.99","Y","0","","N","0","11.99"
"WNK4ZMXVCS22SC2IRB345KG3","80A RED 1.65 GPH HOLLOW CONE NOZZLE","80A RED 1.65 GPH HOLLOW CONE NOZZLE","Regular","","1347","80A RED 1.65 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","80A RED 1.65 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.65 GPH HOLLOW CONE NOZZLE. Vendor code: 1347. Available at AZ Cleaning Supplies.","80a-red-1-65-gph-hollow-cone-nozzle","","unavailable","Physical","","80A RED 1.65 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.65 GPH HOLLOW CONE NOZZLE. Vendor code: 1347. Available at AZ Cleaning Supplies.","N","N","N","N","11.99","","N","Y","N","Y","N","","","8.25","Barrens","1347","Y","0","","N","0","11.99","Y","0","","N","0","11.99"
"F4YMNLYOOXX3VDLNXPSLRJKX","80A RED 1.75 GPH HOLLOW CONE NOZZLE","80A RED 1.75 GPH HOLLOW CONE NOZZLE","Regular","","1348","80A RED 1.75 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","80A RED 1.75 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.75 GPH HOLLOW CONE NOZZLE. Vendor code: 1348. Available at AZ Cleaning Supplies.","80a-red-1-75-gph-hollow-cone-nozzle","","unavailable","Physical","","80A RED 1.75 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 1.75 GPH HOLLOW CONE NOZZLE. Vendor code: 1348. Available at AZ Cleaning Supplies.","N","N","N","N","11.99","","N","Y","N","Y","N","","","8.25","Barrens","1348","Y","0","","N","0","11.99","Y","0","","N","0","11.99"
"PEZM7YPIHX5QTUHBFFBUZ3KZ","80A RED 2.00 GPH HOLLOW CONE NOZZLE","80A RED 2.00 GPH HOLLOW CONE NOZZLE","Regular","","1349","80A RED 2.00 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","80A RED 2.00 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 2.00 GPH HOLLOW CONE NOZZLE. Vendor code: 1349. Available at AZ Cleaning Supplies.","80a-red-2-00-gph-hollow-cone-nozzle","","unavailable","Physical","","80A RED 2.00 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 2.00 GPH HOLLOW CONE NOZZLE. Vendor code: 1349. Available at AZ Cleaning Supplies.","N","N","N","N","16.99","","N","Y","N","Y","N","","","12.46","Barrens","1349","Y","0","","N","0","16.99","Y","0","","N","0","16.99"
"EMOVAHRVRULOZ44GDOXRUNBG","80A RED 2.50 GPH HOLLOW CONE NOZZLE","80A RED 2.50 GPH HOLLOW CONE NOZZLE","Regular","","1351","80A RED 2.50 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","80A RED 2.50 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 2.50 GPH HOLLOW CONE NOZZLE. Vendor code: 1351. Available at AZ Cleaning Supplies.","80a-red-2-50-gph-hollow-cone-nozzle","","unavailable","Physical","","80A RED 2.50 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 2.50 GPH HOLLOW CONE NOZZLE. Vendor code: 1351. Available at AZ Cleaning Supplies.","N","N","N","N","17.99","","N","Y","N","Y","N","","","12.71","Barrens","1351","Y","0","","N","0","17.99","Y","0","","N","0","17.99"
"OR5QQGGPGWE3RASZL5YPV76S","80A RED 2.75 GPH HOLLOW CONE NOZZLE","80A RED 2.75 GPH HOLLOW CONE NOZZLE","Regular","","1352","80A RED 2.75 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","80A RED 2.75 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 2.75 GPH HOLLOW CONE NOZZLE. Vendor code: 1352. Available at AZ Cleaning Supplies.","80a-red-2-75-gph-hollow-cone-nozzle","","unavailable","Physical","","80A RED 2.75 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 2.75 GPH HOLLOW CONE NOZZLE. Vendor code: 1352. Available at AZ Cleaning Supplies.","N","N","N","N","17.99","","N","Y","N","Y","N","","","12.71","Barrens","1352","Y","0","","N","0","17.99","Y","0","","N","0","17.99"
"GXU2PWD6WKTYTJOH4LDBVMBI","80A RED 3.00 GPH HOLLOW CONE NOZZLE","80A RED 3.00 GPH HOLLOW CONE NOZZLE","Regular","","1353","80A RED 3.00 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","80A RED 3.00 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 3.00 GPH HOLLOW CONE NOZZLE. Vendor code: 1353. Available at AZ Cleaning Supplies.","80a-red-3-00-gph-hollow-cone-nozzle","","unavailable","Physical","","80A RED 3.00 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","80A RED 3.00 GPH HOLLOW CONE NOZZLE. Vendor code: 1353. Available at AZ Cleaning Supplies.","N","N","N","N","16.99","","N","Y","N","Y","N","","","12.01","Barrens","1353","Y","0","","N","0","16.99","Y","0","","N","0","16.99"
"YSZGRP55OJL35IB622LJU4PI","90A RED 1.00 GPH HOLLOW CONE NOZZLE","90A RED 1.00 GPH HOLLOW CONE NOZZLE","Regular","","1370","90A RED 1.00 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","90A RED 1.00 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.00 GPH HOLLOW CONE NOZZLE. Vendor code: 1370. Available at AZ Cleaning Supplies.","90a-red-1-00-gph-hollow-cone-nozzle","","unavailable","Physical","","90A RED 1.00 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.00 GPH HOLLOW CONE NOZZLE. Vendor code: 1370. Available at AZ Cleaning Supplies.","N","N","N","N","11.99","","N","Y","N","Y","N","","","8.24","Barrens","1370","Y","0","","N","0","11.99","Y","0","","N","0","11.99"
"PBSCVQ7LKEOL3PZLBAXIDBX2","90A RED 1.25 GPH HOLLOW CONE NOZZLE","90A RED 1.25 GPH HOLLOW CONE NOZZLE","Regular","","1371","90A RED 1.25 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","90A RED 1.25 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.25 GPH HOLLOW CONE NOZZLE. Vendor code: 1371. Available at AZ Cleaning Supplies.","90a-red-1-25-gph-hollow-cone-nozzle","","unavailable","Physical","","90A RED 1.25 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.25 GPH HOLLOW CONE NOZZLE. Vendor code: 1371. Available at AZ Cleaning Supplies.","N","N","N","N","10.99","","N","Y","N","Y","N","","","7.78","Barrens","1371","Y","0","","N","0","10.99","Y","0","","N","0","10.99"
"2GO55TC3DLC76CLXHSKEQLZJ","90A RED 1.35 GPH HOLLOW CONE NOZZLE","90A RED 1.35 GPH HOLLOW CONE NOZZLE","Regular","","1372","90A RED 1.35 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","90A RED 1.35 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.35 GPH HOLLOW CONE NOZZLE. Vendor code: 1372. Available at AZ Cleaning Supplies.","90a-red-1-35-gph-hollow-cone-nozzle","","unavailable","Physical","","90A RED 1.35 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.35 GPH HOLLOW CONE NOZZLE. Vendor code: 1372. Available at AZ Cleaning Supplies.","N","N","N","N","10.99","","N","Y","N","Y","N","","","7.78","Barrens","1372","Y","0","","N","0","10.99","Y","0","","N","0","10.99"
"NVK5KIUOJN35ZIYKJT4EDPY3","90A RED 1.50 GPH HOLLOW CONE NOZZLE","90A RED 1.50 GPH HOLLOW CONE NOZZLE","Regular","","1373","90A RED 1.50 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","90A RED 1.50 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.50 GPH HOLLOW CONE NOZZLE. Vendor code: 1373. Available at AZ Cleaning Supplies.","90a-red-1-50-gph-hollow-cone-nozzle","","unavailable","Physical","","90A RED 1.50 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.50 GPH HOLLOW CONE NOZZLE. Vendor code: 1373. Available at AZ Cleaning Supplies.","N","N","N","N","11.99","","N","Y","N","Y","N","","","8.24","Barrens","1373","Y","0","","N","0","11.99","Y","0","","N","0","11.99"
"DB5WPBS4GDCKXCPAEZKXXEQV","90A RED 1.65 GPH HOLLOW CONE NOZZLE","90A RED 1.65 GPH HOLLOW CONE NOZZLE","Regular","","1374","90A RED 1.65 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","90A RED 1.65 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.65 GPH HOLLOW CONE NOZZLE. Vendor code: 1374. Available at AZ Cleaning Supplies.","90a-red-1-65-gph-hollow-cone-nozzle","","unavailable","Physical","","90A RED 1.65 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.65 GPH HOLLOW CONE NOZZLE. Vendor code: 1374. Available at AZ Cleaning Supplies.","N","N","N","N","11.99","","N","Y","N","Y","N","","","8.25","Barrens","1374","Y","0","","N","0","11.99","Y","0","","N","0","11.99"
"XD3MC3RWX32AWFDJAVU3RFF2","90A RED 1.75 GPH HOLLOW CONE NOZZLE","90A RED 1.75 GPH HOLLOW CONE NOZZLE","Regular","","1375","90A RED 1.75 GPH HOLLOW CONE NOZZLE","Barrens, Barrens > Nozzles & Injectors, Barrens > Nozzles & Injectors > 201-400","Barrens","90A RED 1.75 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.75 GPH HOLLOW CONE NOZZLE. Vendor code: 1375. Available at AZ Cleaning Supplies.","90a-red-1-75-gph-hollow-cone-nozzle","","unavailable","Physical","","90A RED 1.75 GPH HOLLOW CONE NOZZLE | AZ Cleaning Supplies","90A RED 1.75 GPH HOLLOW CONE NOZZLE. Vendor code: 1375. Available at AZ Cleaning Supplies.","N","N","N","N","10.99","","N","Y","N","Y","N","","","7.78","Barrens","1375","Y","0","","N","0","10.99","Y","0","","N","0","10.99"
