Batch Number,Batch Row,SKU,Item Name,Customer-facing Name,Reporting Category,Default Vendor Name,Default Vendor Code,Local Image Filename,Local Image Relative Path,Local Image Absolute Path,Website Image URL,Has Local Image,Has Website Image,Has Any Image
,,T-27-CF-4-WC,#4 Section for SOLAR BOOSTw/ Clamp,#4 Section for SOLAR BOOSTw/Clamp,Tucker,Tucker,T-27-CF-4-WC,T-27-CF-4-WC.png,Images\Tucker images\T-27-CF-4-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-27-CF-4-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/4-section-for-solar-boostwclamp-2705234.png?v=1763493564,Y,Y,Y
,,T-22-FG-5-WC,#5 Base Section for BRAVOw/ clamp,#5 Base Section for BRAVOw/clamp,Tucker,Tucker,T-22-FG-5-WC,T-22-FG-5-WC.png,Images\Tucker images\T-22-FG-5-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-22-FG-5-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/5-base-section-for-bravowclamp-2248294.png?v=1763493564,Y,Y,Y
,,T-30-FG-5-WC,#5 Base Section for ECO 30w/ Clamp,#5 Section for Tucker®-30,Tucker,Tucker,T-30-FG-5-WC,T-30-FG-5-WC.png,Images\Tucker images\T-30-FG-5-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-30-FG-5-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/5-section-for-tucker-30-3020124.png?v=1763493564,Y,Y,Y
,,T-50-HM-5-WC,#5 Section for 50HMw/ clamp,#5 Section for 50HMw/clamp,Tucker,Tucker,T-50-HM-5-WC,T-50-HM-5-WC.png,Images\Tucker images\T-50-HM-5-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-50-HM-5-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/5-section-for-50hmwclamp-8891891.png?v=1763493563,Y,Y,Y
,,T-40-CF-5-WC,#5 Section for ECO 40w/ Clamp,#5 Section for Tucker®-40,Tucker,Tucker,T-40-CF-5-WC,T-40-CF-5-WC.png,Images\Tucker images\T-40-CF-5-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-40-CF-5-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/5-section-for-tucker-40-9330328.png?v=1763493562,Y,Y,Y
,,T-27-CF-5-WC,#5 Section for SOLAR BOOSTw/ Clamp,#5 Section for SOLAR BOOSTw/Clamp,Tucker,Tucker,T-27-CF-5-WC,T-27-CF-5-WC.png,Images\Tucker images\T-27-CF-5-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-27-CF-5-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/5-section-for-solar-boostwclamp-7486762.png?v=1763493565,Y,Y,Y
,,T-50-HM-6-WC,#6 Section for 50HMw/ clamp,#6 Section for 50HMw/clamp,Tucker,Tucker,T-50-HM-6-WC,T-50-HM-6-WC.png,Images\Tucker images\T-50-HM-6-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-50-HM-6-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/6-section-for-50hmwclamp-6284992.png?v=1763493562,Y,Y,Y
,,T-40-CF-6-WC,#6 Section for ECO 40w/ Clamp,#6 Section for Tucker®-40,Tucker,Tucker,T-40-CF-6-WC,T-40-CF-6-WC.png,Images\Tucker images\T-40-CF-6-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-40-CF-6-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/6-section-for-tucker-40-1405167.png?v=1763493562,Y,Y,Y
,,T-27-CF-6-WC,#6 Section for SOLAR BOOSTw/ Clamp,#6 Section for SOLAR BOOSTw/Clamp,Tucker,Tucker,T-27-CF-6-WC,T-27-CF-6-WC.png,Images\Tucker images\T-27-CF-6-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-27-CF-6-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/6-section-for-solar-boostwclamp-4989420.png?v=1763493565,Y,Y,Y
,,T-40-FG-7-WC,#7 Base Section for ECO 40w/ Clamp,Section #7 for Tucker®-40 Base,Tucker,Tucker,T-40-FG-7-WC,T-40-FG-7-WC.png,Images\Tucker images\T-40-FG-7-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-40-FG-7-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/section-7-for-tucker-40-base-6459380.png?v=1763493562,Y,Y,Y
,,T-27-FG-7-WC,#7 Base Section for SOLAR BOOSTw/ Clamp,#7 Base Section for SOLAR BOOSTw/Clamp,Tucker,Tucker,T-27-FG-7-WC,T-27-FG-7-WC.png,Images\Tucker images\T-27-FG-7-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-27-FG-7-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/7-base-section-for-solar-boostwclamp-8079849.png?v=1763493565,Y,Y,Y
,,T-50-HM-7-WC,#7 Section for 50HMw/ clamp,#7 Section for 50HMw/clamp,Tucker,Tucker,T-50-HM-7-WC,T-50-HM-7-WC.png,Images\Tucker images\T-50-HM-7-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-50-HM-7-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/7-section-for-50hmwclamp-8507534.png?v=1763493562,Y,Y,Y
,,T-50-HM-8-WC,#8 Section for 50HMw/ clamp,#8 Section for 50HMw/clamp,Tucker,Tucker,T-50-HM-8-WC,T-50-HM-8-WC.png,Images\Tucker images\T-50-HM-8-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-50-HM-8-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/8-section-for-50hmwclamp-7305497.png?v=1763493563,Y,Y,Y
,,T-50-FG-9-WC,#9 Base Section for 50HMw/ clamp,#9 Base Section for 50HMw/clamp,Tucker,Tucker,T-50-FG-9-WC,T-50-FG-9-WC.png,Images\Tucker images\T-50-FG-9-WC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-50-FG-9-WC.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/9-base-section-for-50hmwclamp-2689568.png?v=1763493564,Y,Y,Y
,,T-9CFWC-50,#9 HM Section for 50' HM w/ clamp,#9 HM Section for 50' HM w/clamp,Tucker,Tucker,T-9CFWC-50,T-9CFWC-50.jpeg,Images\Tucker images\T-9CFWC-50.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-9CFWC-50.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/9-hm-section-for-50-hm-wclamp-244819.jpg?v=1746392079,Y,Y,Y
,,TUCKER-BRAVO,(BRAVO) Tucker® 22' Hybrid Pole,(BRAVO) Tucker® 22' Hybrid Pole,Tucker,Tucker,TUCKER-BRAVO,TUCKER-BRAVO.jpeg,Images\Tucker images\TUCKER-BRAVO.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\TUCKER-BRAVO.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-bravo-124979.jpg?v=1746392591,Y,Y,Y
,,11016,H2pro Frame,H2pro Frame,Tucker,Tucker,11016,11016.png,Images\Tucker images\11016.png,C:\Codex\AZCS Inventory\Images\Tucker images\11016.png,,Y,N,Y
,,T-SIDEKICK,(SIDEKICK) Tucker® 6' TRAD Pole,Tucker® - Sidekick,Tucker,Tucker,T-SIDEKICK,T-SIDEKICK.png,Images\Tucker images\T-SIDEKICK.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SIDEKICK.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-sidekick-7381884.png?v=1763162699,Y,Y,Y
,,T-50-DEL-DU,50 Gallon Delivery System Dual User,Tucker® Fill N Go Delivery Dual User,Tucker,Tucker,T-50-DEL-DU,T-50-DEL-DU.jpeg,Images\Tucker images\T-50-DEL-DU.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-50-DEL-DU.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-fill-n-go-delivery-dual-user-825820.jpg?v=1746393028,Y,Y,Y
,,T-50-DEL-SU,50 Gallon Delivery System Single User,Tucker® Fill N Go Delivery Single User,Tucker,Tucker,T-50-DEL-SU,T-50-DEL-SU.jpeg,Images\Tucker images\T-50-DEL-SU.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-50-DEL-SU.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/tucker-fill-n-go-delivery-single-user-768639.jpg?v=1746393017,Y,Y,Y
,,T-50-PRO-DU-150,Spot Free RO/DI 50 Gallon Dual User 150,Tucker® Fill N Go - Dual User,Tucker,Tucker,T-50-PRO-DU-150,T-50-PRO-DU-150.jpeg,Images\Tucker images\T-50-PRO-DU-150.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-50-PRO-DU-150.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-fill-n-go-dual-user-263640.jpg?v=1746393039,Y,Y,Y
,,T-50-PRO-SU-150,Spot Free RO/DI 50 Gallon Single User 150,Tucker® Fill N Go - Single User,Tucker,Tucker,T-50-PRO-SU-150,T-50-PRO-SU-150.jpeg,Images\Tucker images\T-50-PRO-SU-150.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-50-PRO-SU-150.jpeg,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-fill-n-go-single-user-127937.jpg?v=1746393046,Y,Y,Y
,,12003-A,0-160 psi Pressure Gauge Liquid Filled,Pressure Gauge,Tucker,Tucker,12003-A,12003-A.png,Images\Tucker images\12003-A.png,C:\Codex\AZCS Inventory\Images\Tucker images\12003-A.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/pressure-gauge-9660458.png?v=1771283594,Y,Y,Y
,,20007,1 cubic foot of Tucker DI resin in Bucket,One Cubic Foot of Virgin DI Resin,Tucker,Tucker,20007,20007.png,Images\Tucker images\20007.png,C:\Codex\AZCS Inventory\Images\Tucker images\20007.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/one-cubic-foot-of-virgin-di-resin-809381.jpg?v=1746392946,Y,Y,Y
,,60027-10,1/2 Black Tubing (per 10 foot length),"Tucker® Black Tuff Tubing 1/2"" OD (10 foot each)",Tucker,Tucker,60027-10,60027-10.png,Images\Tucker images\60027-10.png,C:\Codex\AZCS Inventory\Images\Tucker images\60027-10.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/tucker-black-tuff-tubing-12-od-10-foot-each-585342.jpg?v=1746392704,Y,Y,Y
,,63016,1/2 Brass Nipple Close,1/2 Brass Nipple Close,Tucker,Tucker,63016,63016.png,Images\Tucker images\63016.png,C:\Codex\AZCS Inventory\Images\Tucker images\63016.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/12-brass-nipple-close-629737.jpg?v=1746392140,Y,Y,Y
,,63017,1/2 Brass Plug,1/2 Brass Plug,Tucker,Tucker,63017,63017.png,Images\Tucker images\63017.png,C:\Codex\AZCS Inventory\Images\Tucker images\63017.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/12-brass-plug-7381081.png?v=1752311550,Y,Y,Y
,,63005,1/2 Brass Street Elbow,1/2 Brass Street Elbow,Tucker,Tucker,63005,63005.png,Images\Tucker images\63005.png,C:\Codex\AZCS Inventory\Images\Tucker images\63005.png,,Y,N,Y
,,63020,1/2 Brass Tee,1/2 Brass Tee,Tucker,Tucker,63020,63020.png,Images\Tucker images\63020.png,C:\Codex\AZCS Inventory\Images\Tucker images\63020.png,,Y,N,Y
,,20007.5,1/2 cubic foot of Tucker DI resin in Bucket,One Half Cubic Foot of Virgin DI Resin,Tucker,Tucker,20007.5,20007.5.png,Images\Tucker images\20007.5.png,C:\Codex\AZCS Inventory\Images\Tucker images\20007.5.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/one-half-cubic-foot-of-virgin-di-resin-615372.jpg?v=1746392670,Y,Y,Y
,,62027,1/2 Elbow Threaded BRASS (FNPT),1/2 Elbow Threaded BRASS (FNPT),Tucker,Tucker,62027,62027.png,Images\Tucker images\62027.png,C:\Codex\AZCS Inventory\Images\Tucker images\62027.png,,Y,N,Y
,,12032-ELBOW,1/2 femail ptf to 1/2 male ptf elbow,12 volt RO Boost Pump Elbow,Tucker,Tucker,12032-ELBOW,12032-ELBOW.png,Images\Tucker images\12032-ELBOW.png,C:\Codex\AZCS Inventory\Images\Tucker images\12032-ELBOW.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/12-volt-ro-boost-pump-elbow-971061.jpg?v=1746393107,Y,Y,Y
,,63009,1/2 female x 3/4 female GHT,"1/2"" FNPT x FGH Swivel Inlet",Tucker,Tucker,63009,63009.png,Images\Tucker images\63009.png,C:\Codex\AZCS Inventory\Images\Tucker images\63009.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/12-fnpt-x-fgh-swivel-inlet-247483.jpg?v=1746392867,Y,Y,Y
,,63010,1/2 female x 3/4 male GHT,"Outlet 1/2"" FNPT x 3/4"" MGHT",Tucker,Tucker,63010,63010.png,Images\Tucker images\63010.png,C:\Codex\AZCS Inventory\Images\Tucker images\63010.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/12-fnpt-x-34-mght-318831.jpg?v=1746392877,Y,Y,Y
,,62039,1/2 FNPT Line Strainer 80mesh,1/2 FNPT Line Strainer 80mesh,Tucker,Tucker,62039,62039.png,Images\Tucker images\62039.png,C:\Codex\AZCS Inventory\Images\Tucker images\62039.png,,Y,N,Y
,,12023,1/2 hp Motor Dual Phase,1/2 hp Motor Dual Phase,Tucker,Tucker,12023,12023.png,Images\Tucker images\12023.png,C:\Codex\AZCS Inventory\Images\Tucker images\12023.png,,Y,N,Y
,,62002-M,1/2 male thread x 1/2 PTF Metal,1/2 male thread x 1/2 PTF Metal,Tucker,Tucker,62002-M,62002-M.png,Images\Tucker images\62002-M.png,C:\Codex\AZCS Inventory\Images\Tucker images\62002-M.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/products/12-mpt-x-12-ptf-496580.jpg?v=1746392894,Y,Y,Y
,,62002-P,1/2 male thread x 1/2 PTF Plastic,1/2 male thread x 1/2 PTF Plastic,Tucker,Tucker,62002-P,62002-P.png,Images\Tucker images\62002-P.png,C:\Codex\AZCS Inventory\Images\Tucker images\62002-P.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/12-mpt-x-12-ptf-plastic-524755.jpg?v=1746392675,Y,Y,Y
,,63008,1/2 male thread x 3/4 male GHT Brass,"1/2"" MNPT x 3/4"" MGHT",Tucker,Tucker,63008,63008.png,Images\Tucker images\63008.png,C:\Codex\AZCS Inventory\Images\Tucker images\63008.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/12-mnpt-x-34-mght-5372291.png?v=1752311854,Y,Y,Y
,,62028,1/2 Male Thread x 3/8 PTF,1/2 Male Thread x 3/8 PTF,Tucker,Tucker,62028,62028.png,Images\Tucker images\62028.png,C:\Codex\AZCS Inventory\Images\Tucker images\62028.png,,Y,N,Y
,,62013,1/2 male x 3/8 ptf elbow reducer GAM,1/2 male x 3/8 ptf elbow reducer GAM,Tucker,Tucker,62013,62013.png,Images\Tucker images\62013.png,C:\Codex\AZCS Inventory\Images\Tucker images\62013.png,,Y,N,Y
,,63032,1/2 MPT X FGH Swivel,"1/2"" MPT X FGH Swivel Inlet",Tucker,Tucker,63032,63032.png,Images\Tucker images\63032.png,C:\Codex\AZCS Inventory\Images\Tucker images\63032.png,https://cdn.shopify.com/s/files/1/0558/4191/4998/files/RHG-58.jpg?v=1746392864,Y,Y,Y
,,62035,1/2 NPT x 1/2 Barb,1/2 NPT x 1/2 Barb,Tucker,Tucker,62035,62035.png,Images\Tucker images\62035.png,C:\Codex\AZCS Inventory\Images\Tucker images\62035.png,,Y,N,Y
,,62003,1/2 Plug for PTF,1/2 Plug for PTF,Tucker,Tucker,62003,62003.png,Images\Tucker images\62003.png,C:\Codex\AZCS Inventory\Images\Tucker images\62003.png,,Y,N,Y
,,62038,1/2 PTF Bulkhead,1/2 PTF Bulkhead,Tucker,Tucker,62038,62038.png,Images\Tucker images\62038.png,C:\Codex\AZCS Inventory\Images\Tucker images\62038.png,,Y,N,Y
