Row Number,SKU,Item Name,Image Filename,Local Image Absolute Path,Status
248,T-MO-110,Max Output 110v Complete,T-MO-110.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-MO-110.jpeg,copied
249,H2PROWP,Tucker H2Pro WP,10041-SS.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\10041-SS.jpeg,copied
250,12GL-LT-PP,"NEW Tucker Standard Size Glide Brush w/ Loct fitting, Quad Pencil Jets",12GL-LT-PP.png,C:\Codex\AZCS Inventory\Images\Tucker images\12GL-LT-PP.png,copied
251,12HB-LT-PP,"NEW Tucker Standard Size Honey Badger Brush w/ Loct fitting, Quad Pencil Jets",12HB-LT-PP.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\12HB-LT-PP.jpeg,copied
252,18GL-LT-PP,"NEW Tucker XL Size Glide Brush w/ Loct fitting, Quad Pencil Jets",18GL-LT-PP.png,C:\Codex\AZCS Inventory\Images\Tucker images\18GL-LT-PP.png,copied
253,18HB-LT-PP,"NEW Tucker XL Size Honey Badger Brush w/ Loct fitting, Quad Pencil Jets",18HB-LT-PP.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\18HB-LT-PP.jpeg,copied
254,T-T1-V2-COMPLETE,No 1 Clamp w/ all hardware Tucker® V2,T-T1-V2-COMPLETE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-T1-V2-COMPLETE.png,copied
255,T-T10-V2-COMPLETE,No 10 Clamp w/ all hardware Tucker® V2,T-T10-V2-COMPLETE.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-T10-V2-COMPLETE.jpeg,copied
256,T-T2-V2-COMPLETE,No 2 Clamp w/ all hardware Tucker® V2,T-T2-V2-COMPLETE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-T2-V2-COMPLETE.png,copied
257,T-T3-V2-COMPLETE,No 3 Clamp w/ all hardware Tucker® V2,T-T3-V2-COMPLETE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-T3-V2-COMPLETE.png,copied
258,T-T4-V2-COMPLETE,No 4 Clamp w/ all hardware Tucker® V2,T-T4-V2-COMPLETE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-T4-V2-COMPLETE.png,copied
259,T-T5-V2-COMPLETE,No 5 Clamp w/ all hardware Tucker® V2,T-T5-V2-COMPLETE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-T5-V2-COMPLETE.png,copied
260,T-T6-V2-COMPLETE,No 6 Clamp w/ all hardware Tucker® V2,T-T6-V2-COMPLETE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-T6-V2-COMPLETE.png,copied
261,T-T7-V2-COMPLETE,No 7 Clamp w/ all hardware Tucker® V2,T-T7-V2-COMPLETE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-T7-V2-COMPLETE.png,copied
262,T-T8-V2-COMPLETE,No 8 Clamp w/ all hardware Tucker® V2,T-T8-V2-COMPLETE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-T8-V2-COMPLETE.png,copied
263,T-T9-V2-COMPLETE,No 9 Clamp w/ all hardware Tucker® V2,T-T9-V2-COMPLETE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-T9-V2-COMPLETE.png,copied
264,T-WHEEL-NF,No Flat Wheel,T-WHEEL-NF.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-WHEEL-NF.png,copied
265,T-NOFLAT-KIT,No Flat Wheel Retrofit Kit w/ 2 bolts and 2 split washers,T-NOFLAT-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-NOFLAT-KIT.png,copied
266,20067-SMALL,"O-ring for 2.5"" Housing",20067-SMALL.png,C:\Codex\AZCS Inventory\Images\Tucker images\20067-SMALL.png,copied
267,20067-LARGE,"O-ring for 4.5"" Housing",20067-LARGE.png,C:\Codex\AZCS Inventory\Images\Tucker images\20067-LARGE.png,copied
268,20063,O-ring for serviceable housing insert,20063.png,C:\Codex\AZCS Inventory\Images\Tucker images\20063.png,copied
269,T-VELCRO-10X2,"Pair of 2""x10"" Velcro Strips",T-VELCRO-10X2.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-VELCRO-10X2.png,copied
270,T-VELCRO-16X2,"Pair of 2""x16"" Velcro Strips",T-VELCRO-16X2.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-VELCRO-16X2.png,copied
271,50006-PS,Pair Small Diameter Pencil Jet,50006-PS.png,C:\Codex\AZCS Inventory\Images\Tucker images\50006-PS.png,copied
272,20019,Pigtail Inlet,20019.png,C:\Codex\AZCS Inventory\Images\Tucker images\20019.png,copied
273,20028,Pigtail Inlet/Outlet Kit,20028.png,C:\Codex\AZCS Inventory\Images\Tucker images\20028.png,copied
274,20020,Pigtail Outlet,20020.png,C:\Codex\AZCS Inventory\Images\Tucker images\20020.png,copied
275,T-EURO-TIP-PLASTIC,Plastic Euro Tip for #1 Clamp,T-EURO-TIP-PLASTIC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-EURO-TIP-PLASTIC.png,copied
276,12009-NUT,Plastic Nut for Strain Relief,12009-NUT.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\12009-NUT.jpeg,copied
277,T-OTT-XL-V2-P,Plastic Rinse Bar XL,T-OTT-XL-V2-P.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-OTT-XL-V2-P.png,copied
278,12003,Pressure Regulator 5 1/2 Ports,12003.png,C:\Codex\AZCS Inventory\Images\Tucker images\12003.png,copied
279,40015,Reach Around ACME Piece,40015.png,C:\Codex\AZCS Inventory\Images\Tucker images\40015.png,copied
280,40001-V1,Reach Around Gooseneck,40001-V1.png,C:\Codex\AZCS Inventory\Images\Tucker images\40001-V1.png,copied
281,40001-V2,Reach Around Gooseneck w/ Quick Release for #1 Clamp,40001-V2.png,C:\Codex\AZCS Inventory\Images\Tucker images\40001-V2.png,copied
282,T-RB,Reel Base for Tucker® Reels,T-RB.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-RB.png,copied
283,12030,Remote Control - One Shot,12030.png,C:\Codex\AZCS Inventory\Images\Tucker images\12030.png,copied
284,80004-FOB,Remote Fob for Digital Flow Controller,80004-FOB.png,C:\Codex\AZCS Inventory\Images\Tucker images\80004-FOB.png,copied
285,12030-FOB,Remote Fob for ONE SHOT,12030-FOB.png,C:\Codex\AZCS Inventory\Images\Tucker images\12030-FOB.png,copied
286,80004-BAT,Replacement Battery for Flow Controller,80004-BAT.png,C:\Codex\AZCS Inventory\Images\Tucker images\80004-BAT.png,copied
287,RIVAL-BY-TUCKER®-WATER-FED-POLE-SYSTEM---BASI,RIVAL by Tucker® Water Fed Pole System - Basic 4-Stage Kit,RIVAL-BY-TUCKER®-WATER-FED-POLE-SYSTEM---BASI.png,C:\Codex\AZCS Inventory\Images\Tucker images\RIVAL-BY-TUCKER®-WATER-FED-POLE-SYSTEM---BASI.png,copied
288,T-CART-RIVAL,Tucker Rival RO/DI Cart,T-CART-RIVAL-V2.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-CART-RIVAL-V2.jpeg,copied
289,T-V2-DIS-UGK,Rival V2 DI Saver Upgrade Kit,T-V2-DIS-UGK.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-V2-DIS-UGK.jpeg,copied
290,T-RIVAL+DIY,RIVAL+ stage DIY KIT,T-RIVAL+DIY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-RIVAL+DIY.png,copied
291,20000,RO PRESERVE,20000.png,C:\Codex\AZCS Inventory\Images\Tucker images\20000.png,copied
292,12005,Rotary Vein Pump,12005.png,C:\Codex\AZCS Inventory\Images\Tucker images\12005.png,copied
293,63050,Rubber Foot,63050.png,C:\Codex\AZCS Inventory\Images\Tucker images\63050.png,copied
294,12021-A-SS,Saddle Clamp for SS Housing,12021-A-SS.png,C:\Codex\AZCS Inventory\Images\Tucker images\12021-A-SS.png,copied
295,20062-SS,Serviceable Housing Insert w/ ALL o-rings for SS Housing,20062-SS.png,C:\Codex\AZCS Inventory\Images\Tucker images\20062-SS.png,copied
296,T-GN-ADJ-V2,Shaft end of adjustable Tucker Gooseneck,T-GN-ADJ-V2.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-GN-ADJ-V2.png,copied
297,12007,Single Pole Switch,12007.png,C:\Codex\AZCS Inventory\Images\Tucker images\12007.png,copied
298,10700-WALL-110-KIT-40,Skid Mount (110v) Kit w/ Tucker 40 and Hose Reel,10700-WALL-110-KIT-40.png,C:\Codex\AZCS Inventory\Images\Tucker images\10700-WALL-110-KIT-40.png,copied
299,10700-WALL-12-KIT-40,Skid Mount (12v) Kit w/ Tucker 40 and Hose Reel,10700-WALL-12-KIT-40.png,C:\Codex\AZCS Inventory\Images\Tucker images\10700-WALL-12-KIT-40.png,copied
300,10700-WALL-12-KIT-50,Skid Mount (12v) Kit w/ Tucker 50HM and Hose Reel,10700-WALL-12-KIT-50.png,C:\Codex\AZCS Inventory\Images\Tucker images\10700-WALL-12-KIT-50.png,copied
301,20036-SM,Small Filter Wrench - 2.5in Housings,20036-SM.png,C:\Codex\AZCS Inventory\Images\Tucker images\20036-SM.png,copied
302,12033-WE,Smart Wash Delivery Pump w/ 2 90 degree elbows,12033-WE.png,C:\Codex\AZCS Inventory\Images\Tucker images\12033-WE.png,copied
303,T-20ALPHA-SOLAR,Solar Alpha 20,T-20ALPHA-SOLAR.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-20ALPHA-SOLAR.jpeg,copied
304,T-20ALPHA-SOLAR-HB,Solar Alpha 20 Honey Badger,T-20ALPHA-SOLAR-HB.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-20ALPHA-SOLAR-HB.jpeg,copied
305,T-32ALPHA-SOLAR-HB,Solar Alpha 32 Honey Badger,T-32ALPHA-SOLAR-HB.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-32ALPHA-SOLAR-HB.png,copied
306,SOLAR-BOOST-BARE,Solar Boost 27 - BARE POLE (no tips included),SOLAR-BOOST-BARE.png,C:\Codex\AZCS Inventory\Images\Tucker images\SOLAR-BOOST-BARE.png,copied
307,SOLAR-BOOST-COMPLETE,Solar Boost 27 w/ Alpha solar brush,SOLAR-BOOST-COMPLETE.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SOLAR-BOOST-COMPLETE.jpeg,copied
308,SORBO-3009,"Sorbo 14"" Yellow Jacket Washer Sleeve w/ Full length Velcro Closure",SORBO-3009.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-3009.png,copied
309,SORBO-3004,"Sorbo 18"" Yellow Jacket Washer Sleeve w/ Brass Snaps",SORBO-3004.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-3004.png,copied
310,SORBO-3010,"Sorbo 18"" Yellow Jacket Washer Sleeve w/ Full length Velcro Closure",SORBO-3010.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-3010.png,copied
311,SORBO-3001,"Sorbo 6"" Yellow Jacket Washer Sleeve w/ Brass Snaps",SORBO-3001.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-3001.png,copied
312,SORBO-1491,"Sorbo 10"" Rubber - Soft",SORBO-1491.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1491.png,copied
313,SORBO-1497,"Sorbo 14"" Rubber - Soft",SORBO-1497.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1497.png,copied
314,SORBO-1961F,"Sorbo 14"" Washer T-Bar Only - Aluminum Tubing (Fixed)",SORBO-1961F.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1961F.png,copied
315,SORBO-1961,"Sorbo 14"" Washer T-Bar Only - Aluminum Tubing (Swivel)",SORBO-1961.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1961.png,copied
316,SORBO-1503,"Sorbo 18"" Rubber - Soft",SORBO-1503.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1503.png,copied
317,SORBO-1962F,"Sorbo 18"" Washer T-Bar Only - Aluminum Tubing (Fixed)",SORBO-1962F.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1962F.png,copied
318,SORBO-1962,"Sorbo 18"" Washer T-Bar Only - Aluminum Tubing (Swivel)",SORBO-1962.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1962.png,copied
319,SORBO-1485,"Sorbo 6"" Rubber - Soft",SORBO-1485.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1485.png,copied
320,SORBO-1956F,"Sorbo 6"" Washer T-Bar Only - Aluminum Tubing (Fixed)",SORBO-1956F.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1956F.png,copied
321,SORBO-1956,"Sorbo 6"" Washer T-Bar Only - Aluminum Tubing (Swivel)",SORBO-1956.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1956.png,copied
322,SORBO-1375,Sorbo Aluminum Handle Fixed,SORBO-1375.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1375.png,copied
323,SORBO-1990,Sorbo Belt with Three Loops,SORBO-1990.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1990.png,copied
324,SORBO-1979,Sorbo End Clips 90 degree & 40 degree Squeegee Ends (12 Pack),SORBO-1979.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1979.jpeg,copied
325,SORBO-2105,Sorbo Glide Lubricant Liquid 1 pint,SORBO-2105.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-2105.png,copied
326,SORBO-5000,Sorbo Hard Water Stain Remover 5oz,SORBO-5000.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-5000.png,copied
327,SORBO-1991,"Sorbo Holster For Two Squeegee, Nylon - Black",SORBO-1991.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1991.png,copied
328,SORBO-1385,Sorbo Swivel Fast Release - BLACK (Universal),SORBO-1385.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-1385.png,copied
329,SORBO-TRAD-KIT,Sorbo Trad KIT,SORBO-TRAD-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\SORBO-TRAD-KIT.png,copied
330,HW015,Split Washer for Wheel Bolts,HW015.png,C:\Codex\AZCS Inventory\Images\Tucker images\HW015.png,copied
331,T-100-PRO-DU,Spot Free 100 Gallon RO/DI Dual User,T-100-PRO-DU.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-100-PRO-DU.png,copied
332,STAINLESS-STEEL-CARBON/DI-FILTER-HOUSING-UPGR,Stainless Steel Carbon/DI Filter Housing Upgrade,,,missing
333,T-12BB,Standard Size Boar Bristle Brush,T-12BB.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-12BB.png,copied
334,T-12BBH,Standard Size Boar Bristle Brush w/ Head,T-12BBH.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-12BBH.png,copied
335,T-12HY,Standard Size Hybrid Brush,T-12HY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-12HY.png,copied
336,T-12HYH,Standard Size Hybrid Brush w/ Head,T-12HYH.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-12HYH.png,copied
337,T-OTT-STD-V2,Standard Size Rinse Bar V2,T-OTT-STD-V2.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-OTT-STD-V2.png,copied
338,T-SW-ASY,Swivel Assembly,T-SW-ASY.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SW-ASY.png,copied
339,T-SW-PL,Swivel Gooseneck Brush Plate,T-SW-PL.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-SW-PL.png,copied
340,92970,"Swivel, Release",92970.png,C:\Codex\AZCS Inventory\Images\Tucker images\92970.png,copied
341,T1-EURO-UGK,T1-V2 complete clamp w/ plastic euro tip,T1-EURO-UGK.png,C:\Codex\AZCS Inventory\Images\Tucker images\T1-EURO-UGK.png,copied
342,TANK-LID,Tank lid,TANK-LID.png,C:\Codex\AZCS Inventory\Images\Tucker images\TANK-LID.png,copied
343,T-ULTIMATE-DIY-DU,The Ultimate DIY Kit (Dual User),T-ULTIMATE-DIY-DU.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-ULTIMATE-DIY-DU.png,copied
344,T-ULTIMATE-DIY-SU,The Ultimate DIY Kit (Single User),T-ULTIMATE-DIY-SU.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-ULTIMATE-DIY-SU.png,copied
345,T-CLAMPBARREL-THREADED,Threaded Barrel only for clamp body,T-CLAMPBARREL-THREADED.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-CLAMPBARREL-THREADED.png,copied
346,T-10PC-SET,Tucker 10 clamp set w/ euro tip,T-10PC-SET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-10PC-SET.jpeg,copied
347,T-3PC-SET,Tucker 3 clamp set w/ euro tip,T-3PC-SET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-3PC-SET.jpeg,copied
348,T-4060,Tucker 4 Stage RO/DI Cart,T-4060.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-4060.jpeg,copied
349,T-5PC-SET,Tucker 5 clamp set w/ euro tip,T-5PC-SET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-5PC-SET.jpeg,copied
350,T-7PC-SET,Tucker 7 clamp set w/ euro tip,T-7PC-SET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-7PC-SET.jpeg,copied
351,T-9PC-SET,Tucker 9 clamp set w/ euro tip,T-9PC-SET.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-9PC-SET.jpeg,copied
352,T-BOAB-QR-TW-LH,Tucker Bucket on a Belt w/ QR - Left hand,T-BOAB-QR-TW-LH.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-BOAB-QR-TW-LH.png,copied
353,T-BOAB-QR-TW,Tucker Bucket on a Belt w/ QR - Right hand,T-BOAB-QR-TW.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-BOAB-QR-TW.jpeg,copied
354,T-411,Tucker Dual Hose Adapter (for ADH Method),T-411.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-411.png,copied
355,70009-150,Tucker Hand Carry Hose Reel,70009-150.png,C:\Codex\AZCS Inventory\Images\Tucker images\70009-150.png,copied
356,70009-BARE,Tucker Hand Carry Hose Reel w/ O Hose,70009-BARE.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\70009-BARE.jpeg,copied
357,T-POUCH-TW,Tucker Pouch w/ Quick Release on a Belt,T-POUCH-TW.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-POUCH-TW.jpeg,copied
358,65000-ARM,Tucker Reel Handle Arm,65000-ARM.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\65000-ARM.jpeg,copied
359,T-DI-TANK-HEAD,Tucker® 1 CF DI Tank - HEAD,T-DI-TANK-HEAD.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-DI-TANK-HEAD.png,copied
360,T-ULTIMATE-KIT-RES,Ultimate Residential Kit,T-ULTIMATE-KIT-RES.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-ULTIMATE-KIT-RES.png,copied
361,T-DI-TANK-1035-STD,Tucker® 1 CF DI Tank w/ standard head,T-DI-TANK-1035-STD.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-DI-TANK-1035-STD.png,copied
362,12025-V2,Tucker® 110v Booster Pump System,12025-V2.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\12025-V2.jpeg,copied
363,T-BRAVO-BARE,Tucker® 22' Hybrid BARE POLE (no tips included),T-BRAVO-BARE.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-BRAVO-BARE.png,copied
364,TUCKER-30,Tucker® 30 Carbon Fiber Pole,TUCKER-30.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\TUCKER-30.jpeg,copied
365,ECO-30-BARE-ACME,Tucker® 30 Trad,ECO-30-BARE-ACME.png,C:\Codex\AZCS Inventory\Images\Tucker images\ECO-30-BARE-ACME.png,copied
366,T-CPT-4,Tucker® 4 Stage Compact RO/DI,T-CPT-4.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-CPT-4.jpeg,copied
367,TUCKER-40,Tucker® 40 Carbon Fiber Pole,TUCKER-40.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\TUCKER-40.jpeg,copied
368,T-12ALPHA-GL-STD,Tucker® Alpha Glide,T-12ALPHA-GL-STD.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-12ALPHA-GL-STD.png,copied
369,T-18ALPHA-GL,Tucker® Alpha Glide XL,T-18ALPHA-GL.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-18ALPHA-GL.png,copied
370,T-12ALPHA-HB-STD,Tucker® Alpha Honey Badger,T-12ALPHA-HB-STD.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-12ALPHA-HB-STD.jpeg,copied
371,T-18ALPHA-HB,Tucker® Alpha Honey Badger XL,T-18ALPHA-HB.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-18ALPHA-HB.jpeg,copied
372,T-BRAVO-BARE-ACME,Tucker® Bravo Trad,T-BRAVO-BARE-ACME.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-BRAVO-BARE-ACME.png,copied
373,TUCKER®-CARBON-FIBER-GOOSENECKS,Tucker® Carbon Fiber Goosenecks,TUCKER®-CARBON-FIBER-GOOSENECKS.png,C:\Codex\AZCS Inventory\Images\Tucker images\TUCKER®-CARBON-FIBER-GOOSENECKS.png,copied
374,T-DI-TANK-935-KIT,Tucker® DI Tank 1 Cube KIT,T-DI-TANK-935-KIT.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-DI-TANK-935-KIT.png,copied
375,20007-10,Tucker® DI Virgin Resin - 10 Bags,20007-10.png,C:\Codex\AZCS Inventory\Images\Tucker images\20007-10.png,copied
376,12FT-BLUE,Tucker® Full Trim Blue Standard Size,12FT-BLUE.png,C:\Codex\AZCS Inventory\Images\Tucker images\12FT-BLUE.png,copied
377,T-HP-KIT-BRAVO,Tucker® Handy Pure Kit w/ Bravo,T-HP-KIT-BRAVO.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-HP-KIT-BRAVO.png,copied
378,T-HP-KIT-BRAVO-SC,Tucker® Handy Pure w/ Bravo Kit & Screen Cleaner,T-HP-KIT-BRAVO-SC.png,C:\Codex\AZCS Inventory\Images\Tucker images\T-HP-KIT-BRAVO-SC.png,copied
379,T-HANDYPURE,Tucker® HandyPure KIT,T-HANDYPURE.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-HANDYPURE.jpeg,copied
380,T-HANDYPURE-EMPTY,Tucker® HandyPure Tank (Empty),T-HANDYPURE-EMPTY.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\T-HANDYPURE-EMPTY.jpeg,copied
381,TUCKER-50HM,Tucker® High Modulus 50,TUCKER-50HM.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\TUCKER-50HM.jpeg,copied
382,TUCKER-15,Tucker® JUNIOR Hybrid Pole,TUCKER-15.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\TUCKER-15.jpeg,copied
383,ECO-15-BARE-ACME,Tucker® Junior Trad,ECO-15-BARE-ACME.png,C:\Codex\AZCS Inventory\Images\Tucker images\ECO-15-BARE-ACME.png,copied
384,20051-RO-V3,"Tucker® Max Flow 21"" RO",20051-RO-V3.png,C:\Codex\AZCS Inventory\Images\Tucker images\20051-RO-V3.png,copied
385,20013-RO-VF,"Tucker® Max Flow 40"" RO w/ VFT",20013-RO-VF.jpeg,C:\Codex\AZCS Inventory\Images\Tucker images\20013-RO-VF.jpeg,copied
386,40019-WNP,Tucker® mini scrubber replacement pad - Walnut,40019-WNP.png,C:\Codex\AZCS Inventory\Images\Tucker images\40019-WNP.png,copied
387,40019,Tucker® Mini scrubber w/ extra pad,40019.png,C:\Codex\AZCS Inventory\Images\Tucker images\40019.png,copied
